,feature_1,feature_2,feature_3,feature_4,feature_5,label
0,1.9974585060324244,1.5977611813070425,1.699574154484012,-0.34845649957848535,0.41442100905762325,1.0
1,0.20524380682195664,2.6370666081709224,3.5131271236031525,-0.7041991052652479,0.9233478283776665,1.0
2,1.5531040129957256,-1.580462734020785,1.6185655298880621,-1.5343876436003616,1.0257803471561633,0.0
3,1.602320440928883,-0.5150984750473868,2.8881986073318933,-0.7866566755541362,0.07484490472881167,0.0
4,1.4720400127399782,-1.6985689160816269,2.1597304028270305,-1.1984230462530256,1.2680354917867787,0.0
5,1.304782903686958,-2.069235463578364,-0.6787478529790911,-0.318504216079738,0.2115070952546989,0.0
6,-1.0694411485428883,1.6349059068890694,2.165863139925342,-0.32746067287391045,1.6345444631057422,1.0
7,-2.493142256101997,-1.5938284077060136,0.33006699588873734,2.5689923271428396,2.45425811797182,1.0
8,-0.060607291482864034,-0.5260973298672911,0.9964158603411845,3.5992690184819254,1.0006328540154739,1.0
9,-0.46388250357157235,0.4380383805457735,1.2947745583562758,-0.38462477235638404,1.3549259202778414,1.0
10,-0.45784252469298625,1.671319030959721,-0.6357780139366708,2.923221442894668,-1.20459295000368,0.0
11,-1.657020052186876,1.0341519477081835,-0.05981578425904521,-1.3157417568676624,2.1083409339475727,1.0
12,-0.6547404632940872,2.1569460757657914,2.478338023940063,-1.018199028967354,0.9357107355746875,1.0
13,1.446822699094163,-1.0121719883866969,0.9586265745556963,0.1133794962615502,1.1749230104164239,0.0
14,0.25971153179285356,-1.4343048203392157,4.274013103819983,-0.7683307425493455,1.0722827901323335,0.0
15,2.003475377753235,0.4020408472167478,-1.33792276735964,1.746251241720555,-1.6493263953690815,0.0
16,2.0534861659131485,-1.1497776759879812,-0.6521989627136128,-0.11533066554184512,0.6371984909084656,0.0
17,-1.5396754317912125,-0.17747533940042137,1.7957557817824439,0.800373758378597,2.9746256959302206,1.0
18,1.0202406644734672,0.8444396702869617,1.2545893070425227,0.07381523814723179,2.000286887652054,1.0
19,1.5322576389452212,1.8027542838198674,1.1617326557738035,-0.022773725706001224,-0.5981075594687395,1.0
20,0.34978531600311813,-1.0064861447986577,-0.42011992184300284,0.5874149232145622,0.6389405908514059,0.0
21,-2.0340578878159783,0.6554078692778893,0.2877843128512413,2.095180396983136,0.2992281782387659,1.0
22,0.1415103113517413,0.6574999542971608,0.09403490669074088,-0.34542160645143793,2.196751271006095,1.0
23,-0.5278081390505416,-0.03266772107920324,1.7529943347240027,0.4611094122220394,2.8664758742958893,1.0
24,0.36702142988923603,0.06284529650768378,-0.009623695506286278,-0.5941199863873499,0.88434346221876,0.0
25,1.7365920779120192,1.6268204374217234,1.58391827952734,-0.2082753851653898,2.843888727339447,1.0
26,-0.004473087057746072,-0.691410251543378,0.24964328143659642,-1.0317347494790854,1.5250227921208763,0.0
27,2.8906765188530468,-0.585567242540487,0.33212885004730586,1.4573379614661446,-2.588984352986497,0.0
28,0.806842018592159,-0.5588776885098947,-0.21861953088205155,1.886846333248334,-3.875528468940442,0.0
29,-1.567636482680422,1.6434756424406851,1.1878264609975626,-1.276980635091575,1.433964116945443,1.0
30,-3.065078787352597,1.5915431683481462,0.5119206148567697,0.8886677760312716,-0.3676761885788933,1.0
31,-4.028787339634855,-0.7286793851745942,-1.398349457461256,2.5465514232483515,1.7348787399584613,0.0
